 ,0,900,1800,2700,3600,4500,5400,6300,7200,8100,9000,9900,10800,11700,12600,13500,14400,15300,16200,17100,18000,18900,19800,20700,21600,22500,23400,24300,25200,26100,27000,27900,28800,29700,30600,31500,32400,33300,34200,35100,36000,36900,37800,38700,39600,40500,41400,42300,43200,44100,45000,45900,46800,47700,48600,49500,50400,51300,52200,53100,54000,54900,55800,56700,57600,58500,59400,60300,61200,62100,63000,63900,64800,65700,66600,67500,68400,69300,70200,71100,72000,72900,73800,74700,75600,76500,77400,78300,79200,80100,81000,81900,82800,83700,84600,85500,86400
J-121,0.342434,0.356109,0.369568,0.381942,0.390731,0.401013,0.410558,0.337989,0.343162,0.34821,0.352268,0.355948,0.359354,0.362491,0.36542,0.368254,0.373552,0.378003,0.382129,0.38005,0.387269,0.388305,0.326854,0.318815,0.307242,0.306498,0.32872,0.341535,0.155515,0.150223,0.173901,0.210313,0.272291,0.298369,0.319536,0.338068,0.36465,0.380707,0.395565,0.40944,0.426649,0.439395,0.451553,0.463231,0.474481,0.485367,0.495931,0.506218,0.514195,0.524102,0.53382,0.543393,0.548996,0.557639,0.566186,0.574703,0.581656,0.589886,0.598087,0.60631,0.614522,0.622734,0.630966,-0.908159,-1.20481,-1.74525,-0.546982,-0.511416,-0.501982,-0.482144,-0.464088,-0.445505,-0.413543,-0.380121,-0.352516,-0.329334,-0.30499,-0.280554,-0.256332,-0.235032,-0.217541,-0.200216,-0.185565,-0.172635,-0.163308,-0.155029,-0.146512,-0.137788,-0.169059,-0.1848,-0.182563,-0.172977,-0.167185,-0.148759,0.108312,0.109256,0.081179
J-122,0.339222,0.352913,0.366401,0.378783,0.387575,0.39788,0.407438,0.334859,0.340037,0.345068,0.349128,0.352801,0.356189,0.35934,0.362249,0.365085,0.370394,0.374826,0.378952,0.37687,0.38408,0.385111,0.323603,0.315543,0.303945,0.303208,0.325407,0.338213,0.152304,0.147007,0.170689,0.20707,0.269071,0.295172,0.316343,0.33488,0.361463,0.377537,0.392391,0.406295,0.4235,0.436254,0.448421,0.460098,0.471357,0.482243,0.492829,0.503126,0.511094,0.521001,0.530742,0.540305,0.545922,0.554557,0.563128,0.571636,0.578592,0.586826,0.595051,0.603254,0.611469,0.619694,0.627929,-0.91073,-1.2077,-1.74789,-0.550144,-0.514583,-0.505168,-0.48534,-0.467315,-0.44871,-0.416735,-0.383332,-0.355722,-0.332555,-0.308209,-0.283791,-0.259597,-0.23827,-0.220794,-0.203451,-0.188803,-0.175876,-0.166547,-0.158288,-0.14977,-0.141046,-0.172321,-0.188085,-0.185826,-0.176263,-0.170479,-0.152074,0.104895,0.105833,0.0777753
J-123,0.217433,0.222053,0.226671,0.232128,0.239469,0.249027,0.258445,0.203488,0.218628,0.232315,0.244947,0.256549,0.267201,0.277003,0.285926,0.294102,0.301698,0.308811,0.315258,0.321649,0.326689,0.331243,0.350057,0.356412,0.361682,0.367945,0.374015,0.38009,0.043192,0.046506,0.0654715,0.0862438,0.138225,0.154263,0.170102,0.186561,0.211421,0.226366,0.241253,0.255566,0.272249,0.28537,0.298044,0.310304,0.322196,0.333724,0.344928,0.355838,0.364927,0.375304,0.385445,0.395387,0.401448,0.411111,0.420545,0.429789,0.437533,0.446497,0.455325,0.464054,0.472692,0.481276,0.489817,-2.98906,-3.2741,-4.02476,-0.884246,-0.78942,-0.728055,-0.652297,-0.583221,-0.523923,-0.479518,-0.431638,-0.39339,-0.36242,-0.3415,-0.318788,-0.298845,-0.281867,-0.267947,-0.254117,-0.241559,-0.229979,-0.218184,-0.208089,-0.198218,-0.18852,-0.173262,-0.16269,-0.15224,-0.142254,-0.125341,-0.114154,0.0843987,0.0572847,0.0406627
J-124,0.405104,0.405232,0.405567,0.406102,0.406509,0.407462,0.408617,0.380702,0.389097,0.397136,0.4045,0.411262,0.417478,0.423196,0.428442,0.433273,0.438039,0.442382,0.446402,0.47447,0.476481,0.475987,0.328522,0.329411,0.366635,0.367473,0.368738,0.370743,0.1641,0.162161,0.18437,0.20926,0.294822,0.313607,0.331972,0.349615,0.386235,0.4016,0.416405,0.430655,0.452441,0.465493,0.478139,0.490404,0.502306,0.513878,0.525131,0.536098,0.542969,0.553568,0.563882,0.57394,0.574263,0.58389,0.593281,0.602484,0.607929,0.616841,0.625625,0.634306,0.64291,0.651462,0.659972,-0.800815,-1.14286,-1.88561,-0.930927,-0.799923,-0.697743,-0.605568,-0.526286,-0.458657,-0.383755,-0.3303,-0.287898,-0.253762,-0.206575,-0.183255,-0.162146,-0.143982,-0.122626,-0.108062,-0.0946604,-0.0822906,-0.0801927,-0.0692344,-0.0586398,-0.0483392,-0.144679,-0.133888,-0.123632,-0.114079,-0.175692,-0.164356,0.176862,0.145633,0.110653
J-125,0.326393,0.347231,0.365404,0.381484,0.39312,0.405262,0.416164,0.351971,0.350749,0.348722,0.346502,0.344251,0.34208,0.340023,0.338129,0.336619,0.334158,0.334865,0.335851,0.334207,0.329143,0.326385,0.23874,0.231463,0.247383,0.238803,0.264893,0.297496,0.128323,0.119131,0.123476,0.147951,0.185203,0.216276,0.244454,0.267826,0.28863,0.308851,0.326877,0.343236,0.358593,0.373477,0.387375,0.400458,0.412883,0.424754,0.436147,0.447146,0.457699,0.467885,0.477832,0.487581,0.497795,0.505986,0.514236,0.52252,0.531012,0.53893,0.546942,0.555034,0.563211,0.571459,0.57977,0.588137,-1.62002,-2.13078,-0.57293,-0.54278,-0.544583,-0.517267,-0.482199,-0.454915,-0.417262,-0.39181,-0.370167,-0.351437,-0.325918,-0.312891,-0.300325,-0.288674,-0.275064,-0.264994,-0.25517,-0.245545,-0.240413,-0.229737,-0.219378,-0.209279,-0.237967,-0.216398,-0.204788,-0.20107,-0.197027,-0.160105,0.0312657,0.0639906,0.0222391
J-126,0.325436,0.346848,0.365479,0.381953,0.394628,0.407109,0.418319,0.350961,0.349792,0.347629,0.345282,0.342911,0.340607,0.338432,0.336435,0.334908,0.33291,0.333806,0.334902,0.333084,0.328168,0.325392,0.23656,0.239072,0.254894,0.246393,0.263172,0.291879,0.134873,0.127016,0.131188,0.149742,0.186654,0.210324,0.236688,0.261303,0.282197,0.303055,0.32148,0.338105,0.353438,0.368486,0.382472,0.395612,0.408068,0.419925,0.431292,0.442258,0.452794,0.462847,0.47272,0.482377,0.492741,0.500806,0.508927,0.517069,0.525508,0.533275,0.54112,0.549065,0.557077,0.565165,0.573307,-1.0281,-1.29043,-1.80187,-0.569548,-0.544706,-0.539065,-0.511534,-0.479847,-0.452042,-0.415635,-0.391198,-0.370421,-0.352401,-0.327325,-0.314627,-0.302399,-0.290933,-0.277502,-0.267613,-0.257927,-0.248424,-0.243307,-0.23282,-0.222632,-0.212661,-0.241362,-0.22131,-0.210219,-0.206219,-0.215535,-0.177826,0.0402612,0.0639561,0.0277129
J-127,0.312134,0.333573,0.352695,0.36953,0.383715,0.396506,0.408002,0.337427,0.336994,0.335012,0.332783,0.330653,0.328744,0.327075,0.325616,0.324491,0.322919,0.324032,0.325271,0.323443,0.317957,0.314905,0.240101,0.250257,0.265577,0.258863,0.269265,0.286635,0.142814,0.135634,0.141102,0.15465,0.190376,0.205771,0.223292,0.241563,0.261455,0.279711,0.297697,0.315085,0.330597,0.346248,0.360704,0.37421,0.386921,0.398991,0.410519,0.421599,0.432387,0.442431,0.452253,0.461883,0.47286,0.480819,0.488816,0.496836,0.505377,0.512991,0.52069,0.528476,0.536323,0.544248,-0.585697,-0.738382,-1.12369,-1.46719,-0.560979,-0.534256,-0.522419,-0.496223,-0.465264,-0.438301,-0.404316,-0.381364,-0.361865,-0.344907,-0.320601,-0.308276,-0.29647,-0.285227,-0.272005,-0.262361,-0.252829,-0.243496,-0.238356,-0.228124,-0.218166,-0.2084,-0.237167,-0.2196,-0.209556,-0.205431,-0.221858,-0.196787,0.0598602,0.0646566,0.03754
J-128,0.331674,0.353041,0.371637,0.388076,0.400411,0.412861,0.424029,0.357545,0.356083,0.353781,0.351316,0.348836,0.346443,0.344184,0.34209,0.340359,0.33812,0.338819,0.339768,0.337822,0.332757,0.329767,0.238589,0.237482,0.253389,0.24403,0.262682,0.293425,0.133266,0.125214,0.129815,0.150405,0.18793,0.214666,0.243396,0.267886,0.28904,0.309877,0.328302,0.344945,0.360415,0.375482,0.389508,0.402688,0.415168,0.427061,0.438474,0.449471,0.460008,0.470116,0.480021,0.489715,0.499975,0.508072,0.516211,0.524393,0.532824,0.540619,0.548512,0.556491,0.564555,0.572678,0.580866,0.589114,-1.34566,-1.90089,-0.56648,-0.541928,-0.539188,-0.511948,-0.479541,-0.452028,-0.415188,-0.390374,-0.369266,-0.350979,-0.325736,-0.312904,-0.300532,-0.288994,-0.275483,-0.265517,-0.255773,-0.246211,-0.241081,-0.230542,-0.220305,-0.210294,-0.239028,-0.218546,-0.207132,-0.203301,-0.210426,-0.172153,0.0372784,0.0655285,0.0268286
J-129,0.341658,0.3423,0.34321,0.34434,0.348867,0.350474,0.352238,0.279605,0.292831,0.303461,0.312946,0.321459,0.32908,0.335907,0.342002,0.347471,0.350063,0.354987,0.359366,0.361573,0.357915,0.357813,0.292859,0.295388,0.325366,0.327514,0.330446,0.333812,0.117207,0.115278,0.136645,0.160683,0.231341,0.249619,0.26753,0.284753,0.316331,0.33137,0.345911,0.359919,0.37957,0.392419,0.404897,0.417004,0.428771,0.440219,0.451349,0.462203,0.469889,0.480462,0.490741,0.500771,0.503693,0.513277,0.522621,0.531776,0.538151,0.547028,0.555759,0.564396,0.572949,0.58145,0.589907,-0.653858,-1.10184,-1.77199,-0.994194,-0.865969,-0.767946,-0.67765,-0.600565,-0.533277,-0.46458,-0.412756,-0.371605,-0.338448,-0.298033,-0.275519,-0.255036,-0.237221,-0.217813,-0.20356,-0.190323,-0.178084,-0.173147,-0.162279,-0.151754,-0.141518,-0.206161,-0.195192,-0.184843,-0.175279,-0.213381,-0.201926,0.144387,0.112037,0.0815117
J-13,0.196135,0.201144,0.206135,0.212025,0.220076,0.230065,0.239882,0.18191,0.197334,0.211192,0.223988,0.235747,0.246555,0.256493,0.265563,0.273884,0.281491,0.288721,0.295304,0.30322,0.308236,0.313044,0.336882,0.34334,0.348189,0.354534,0.36066,0.366775,0.0327036,0.0362065,0.0551148,0.0757798,0.126398,0.142373,0.158154,0.174652,0.198986,0.214001,0.228909,0.243238,0.259728,0.272861,0.285562,0.297853,0.309763,0.321315,0.332538,0.34347,0.352699,0.363092,0.373262,0.383233,0.389586,0.399275,0.408735,0.418002,0.425878,0.434869,0.443723,0.452477,0.461155,0.469776,0.478351,-3.20242,-3.43045,-4.2297,-0.901993,-0.805533,-0.744464,-0.668337,-0.598615,-0.538891,-0.494838,-0.446479,-0.407846,-0.376552,-0.356441,-0.33353,-0.313425,-0.296365,-0.282644,-0.268739,-0.256142,-0.24452,-0.232241,-0.22211,-0.212191,-0.202462,-0.183858,-0.173094,-0.162508,-0.152428,-0.134062,-0.122771,0.076926,0.0494946,0.034077
J-130,0.405865,0.405155,0.404753,0.404651,0.405424,0.405878,0.406558,0.332676,0.344707,0.355323,0.364757,0.373168,0.380651,0.387315,0.39323,0.398483,0.402537,0.407215,0.411359,0.408979,0.408846,0.40803,0.298051,0.301496,0.342193,0.343219,0.34522,0.348156,0.168759,0.167608,0.18888,0.212562,0.298011,0.316003,0.333661,0.350665,0.387153,0.402052,0.416454,0.430359,0.452053,0.464832,0.477256,0.489334,0.501087,0.512515,0.523658,0.534532,0.541218,0.55181,0.562126,0.572187,0.572423,0.582053,0.591454,0.600678,0.606098,0.615051,0.623866,0.632595,0.641243,0.64984,0.658393,0.666919,-1.09588,-1.8515,-0.941076,-0.806644,-0.701448,-0.608906,-0.529295,-0.462003,-0.384834,-0.331048,-0.288388,-0.254035,-0.204904,-0.181658,-0.160534,-0.142393,-0.120571,-0.106019,-0.0926254,-0.0802546,-0.0788772,-0.0678217,-0.0571442,-0.0467824,-0.149429,-0.137886,-0.127089,-0.11729,-0.187251,-0.175268,0.171107,0.140626,0.100762
J-131,0.402369,0.402503,0.402823,0.403364,0.403745,0.40469,0.405857,0.378198,0.386533,0.394529,0.40184,0.408553,0.414723,0.420385,0.425584,0.430368,0.435109,0.439395,0.443375,0.470683,0.472647,0.472061,0.322611,0.323427,0.361037,0.361983,0.363274,0.36531,0.160783,0.159237,0.181507,0.206369,0.291997,0.310767,0.329103,0.346732,0.383335,0.398703,0.413518,0.42778,0.449586,0.462651,0.475323,0.48761,0.499539,0.511136,0.522416,0.533406,0.540293,0.550926,0.56127,0.571357,0.571667,0.581323,0.590744,0.599973,0.605432,0.61438,0.623192,0.631917,0.64056,0.64916,0.657708,0.666236,-1.23082,-1.95057,-0.938568,-0.80516,-0.702201,-0.609332,-0.52921,-0.461541,-0.386491,-0.332361,-0.289422,-0.254865,-0.207814,-0.184221,-0.162861,-0.144562,-0.123219,-0.108529,-0.0950569,-0.0826215,-0.0803468,-0.0693136,-0.0586669,-0.0483251,-0.143728,-0.132811,-0.12242,-0.112817,-0.174422,-0.162955,0.174835,0.143244,0.10887
J-132,0.40232,0.402453,0.402778,0.403306,0.4037,0.404644,0.405801,0.377815,0.386181,0.394196,0.401524,0.40825,0.414438,0.420115,0.425324,0.430122,0.434862,0.439166,0.443159,0.470291,0.472263,0.471699,0.322428,0.323257,0.360841,0.361787,0.363089,0.365119,0.160783,0.159235,0.181484,0.20633,0.291934,0.310692,0.32902,0.346646,0.383245,0.398606,0.413412,0.427668,0.44948,0.462535,0.475207,0.487489,0.499416,0.511001,0.522278,0.533274,0.540162,0.55079,0.561117,0.571217,0.571524,0.581168,0.590586,0.599821,0.605285,0.614221,0.62304,0.631761,0.6404,0.648989,0.657534,0.666052,-1.21984,-1.9449,-0.938345,-0.805153,-0.702246,-0.609428,-0.529369,-0.461691,-0.386643,-0.332563,-0.289679,-0.255149,-0.208087,-0.184508,-0.163165,-0.144887,-0.123535,-0.108853,-0.0953931,-0.0829622,-0.0807018,-0.0696821,-0.0590463,-0.0486938,-0.144204,-0.133296,-0.122924,-0.113329,-0.174941,-0.163493,0.174515,0.142995,0.10858
J-133,0.0826295,0.0901838,0.0968585,0.102817,0.110236,0.115825,0.121301,0.139343,0.146744,0.153648,0.160287,0.166707,0.172952,0.179026,0.184928,0.191163,0.198711,0.206147,0.213309,0.221897,0.229918,0.238266,0.264373,0.274353,0.279775,0.288993,0.297302,0.305278,0.193564,0.201482,0.2015,0.200753,0.203278,0.209833,0.216825,0.224106,0.231737,0.239523,0.247365,0.255275,0.263247,0.271332,0.279462,0.287642,0.295866,0.304139,0.312454,0.320817,0.329252,0.3377,0.346185,0.354709,0.36344,0.371996,0.380568,0.389155,0.397813,0.406427,0.415055,0.423689,0.432347,0.441019,0.449715,0.45842,0.0168876,-0.251024,-0.0569509,-0.105178,-0.162259,-0.202136,-0.225996,-0.237615,-0.238609,-0.234915,-0.229449,-0.222801,-0.217137,-0.209876,-0.202045,-0.193948,-0.186239,-0.177915,-0.169468,-0.16089,-0.15117,-0.142164,-0.133223,-0.124347,-0.102086,-0.0900006,-0.0792841,-0.0693109,-0.0497987,-0.0383908,0.0503777,0.0472489,0.0386497
J-134,0.40269,0.402822,0.403144,0.403675,0.404065,0.405009,0.406179,0.378509,0.386846,0.394844,0.402167,0.408888,0.415058,0.420738,0.425939,0.430732,0.435475,0.439771,0.443759,0.471391,0.473362,0.472792,0.323321,0.324156,0.361717,0.362652,0.363952,0.365975,0.161094,0.159473,0.181732,0.206607,0.292253,0.311021,0.329369,0.346999,0.383613,0.398982,0.413801,0.428061,0.449868,0.462923,0.475596,0.487877,0.499804,0.511392,0.522661,0.533657,0.540536,0.551167,0.5615,0.571586,0.571892,0.581546,0.590962,0.60019,0.605642,0.614586,0.623395,0.632106,0.640749,0.64933,0.657872,0.666389,-1.20861,-1.93896,-0.937704,-0.804713,-0.701845,-0.609068,-0.529067,-0.461379,-0.386318,-0.332287,-0.289436,-0.254944,-0.207846,-0.184292,-0.162978,-0.1447,-0.123351,-0.108677,-0.0952214,-0.0827948,-0.0805512,-0.0695388,-0.0589011,-0.0485575,-0.14419,-0.133295,-0.122931,-0.113339,-0.174977,-0.163532,0.174696,0.143234,0.108764
J-135,0.370627,0.382858,0.394656,0.406027,0.413817,0.424156,0.433657,0.365849,0.370972,0.376681,0.381578,0.385872,0.389672,0.39306,0.396088,0.398888,0.404898,0.409101,0.412939,0.408561,0.415409,0.415447,0.330697,0.30503,0.307896,0.31471,0.336338,0.34955,0.167284,0.159758,0.178004,0.19963,0.251149,0.273456,0.297516,0.324823,0.355911,0.377254,0.395343,0.411466,0.429752,0.444009,0.457333,0.469912,0.481869,0.493323,0.504336,0.514987,0.523413,0.533392,0.543157,0.552729,0.558945,0.567407,0.5758,0.584145,0.591147,0.599155,0.607158,0.615161,0.623171,0.631208,-0.366649,-0.607819,-0.986402,-1.32949,-0.569085,-0.543883,-0.529194,-0.498886,-0.465903,-0.434598,-0.397754,-0.367737,-0.342918,-0.321975,-0.295967,-0.279349,-0.263643,-0.249113,-0.233888,-0.221112,-0.20897,-0.19758,-0.189567,-0.180593,-0.1715,-0.162335,-0.19207,-0.187387,-0.177433,-0.166222,-0.168003,-0.150177,0.124063,0.113985,0.0847455
J-136,0.431297,0.430058,0.429159,0.428587,0.42789,0.427902,0.428179,0.354278,0.365786,0.376401,0.38582,0.39419,0.401635,0.408242,0.414091,0.419276,0.423942,0.428529,0.432593,0.428421,0.42966,0.428648,0.303121,0.306794,0.34765,0.348518,0.35121,0.354414,0.186861,0.185947,0.207203,0.230799,0.320952,0.338882,0.356456,0.373403,0.411462,0.426315,0.440683,0.454566,0.476902,0.489667,0.50208,0.514149,0.52589,0.537327,0.548473,0.559351,0.565722,0.576328,0.586641,0.596723,0.596106,0.605752,0.615184,0.624428,0.629552,0.638517,0.647374,0.656125,0.664797,0.673423,0.682016,0.690574,-1.1658,-1.87415,-0.91909,-0.782834,-0.675938,-0.583211,-0.503204,-0.436083,-0.356673,-0.302547,-0.259602,-0.225019,-0.173258,-0.149857,-0.128606,-0.110404,-0.0878547,-0.0732322,-0.0598081,-0.0474048,-0.0471416,-0.0360328,-0.0253166,-0.014914,-0.1297,-0.118011,-0.107111,-0.0972473,-0.176027,-0.163794,0.181294,0.150625,0.106624
J-137,0.426803,0.42565,0.424825,0.424305,0.423854,0.423941,0.424271,0.350242,0.361829,0.372454,0.381878,0.390249,0.397701,0.404311,0.41016,0.415351,0.419896,0.424485,0.428551,0.424538,0.42545,0.424421,0.300157,0.303733,0.344924,0.345369,0.347864,0.350982,0.181497,0.180615,0.201869,0.225472,0.31479,0.332725,0.35032,0.367281,0.405048,0.419909,0.434292,0.44819,0.47041,0.483194,0.495613,0.507688,0.519435,0.530884,0.542036,0.55292,0.55935,0.56997,0.580297,0.590379,0.589916,0.599571,0.608997,0.618249,0.623434,0.632408,0.641257,0.650016,0.658702,0.667328,0.67592,0.684485,-1.174,-1.88118,-0.92553,-0.789153,-0.68245,-0.589669,-0.509627,-0.442479,-0.363496,-0.309334,-0.266371,-0.231774,-0.180524,-0.157116,-0.135853,-0.117645,-0.0952336,-0.080607,-0.0671806,-0.0547696,-0.0542708,-0.0431592,-0.0324484,-0.0220385,-0.134445,-0.122762,-0.111865,-0.101989,-0.178847,-0.166691,0.178082,0.147322,0.104983
J-138,0.41104,0.410211,0.409689,0.409476,0.409864,0.410215,0.410803,0.336937,0.348809,0.359435,0.368866,0.377281,0.384761,0.391427,0.397325,0.402579,0.406805,0.411464,0.415597,0.412731,0.412925,0.412059,0.30007,0.303575,0.343875,0.344536,0.346948,0.350049,0.172826,0.171599,0.192844,0.216519,0.303204,0.321194,0.338829,0.355833,0.39271,0.407599,0.421989,0.435888,0.457733,0.470506,0.482921,0.494987,0.506724,0.518153,0.529288,0.540155,0.54675,0.557345,0.567647,0.577703,0.577733,0.587354,0.596762,0.605976,0.611323,0.620267,0.629083,0.6378,0.646444,0.655032,0.663575,0.672099,-1.07428,-1.83705,-0.934116,-0.80012,-0.69473,-0.602335,-0.522887,-0.45562,-0.377921,-0.324273,-0.281706,-0.247431,-0.19762,-0.174426,-0.15335,-0.13524,-0.113243,-0.0987113,-0.0853433,-0.0729806,-0.0719263,-0.0608865,-0.050226,-0.0398647,-0.14583,-0.134286,-0.123502,-0.113697,-0.185621,-0.173614,0.17329,0.142951,0.102034
J-14,0.207818,0.212609,0.217372,0.223068,0.230788,0.24055,0.250141,0.193417,0.208708,0.222492,0.2352,0.246886,0.257609,0.267467,0.276446,0.284688,0.292264,0.299417,0.305921,0.312761,0.317741,0.322378,0.343126,0.349444,0.354463,0.360723,0.366773,0.372827,0.0363365,0.0399014,0.0588988,0.0796313,0.131524,0.147545,0.163367,0.179919,0.204659,0.219726,0.234652,0.248987,0.265656,0.278802,0.291507,0.303812,0.315728,0.32729,0.33853,0.349472,0.358621,0.36903,0.379211,0.389184,0.395339,0.40504,0.414507,0.423783,0.431585,0.440585,0.449452,0.458218,0.466906,0.475536,0.484119,0.492681,-3.47491,-4.27437,-0.896498,-0.799293,-0.737964,-0.661664,-0.591674,-0.53176,-0.487162,-0.438604,-0.399814,-0.368404,-0.347702,-0.324705,-0.304522,-0.287408,-0.273508,-0.259569,-0.246946,-0.235293,-0.223246,-0.213089,-0.203159,-0.193416,-0.176397,-0.165667,-0.155094,-0.145026,-0.127292,-0.116006,0.0785657,0.0509225,0.0351841
J-140,0.363195,0.363703,0.364409,0.365324,0.366906,0.368227,0.36973,0.338294,0.347212,0.355336,0.362766,0.36958,0.375846,0.381601,0.386878,0.391734,0.395989,0.400358,0.404419,0.430316,0.431192,0.430825,0.292958,0.293667,0.328678,0.32954,0.33079,0.332782,0.122836,0.121298,0.143598,0.168502,0.248922,0.267749,0.286142,0.303819,0.338745,0.354165,0.369025,0.383327,0.404468,0.417579,0.430288,0.442613,0.45458,0.466203,0.477519,0.488548,0.495812,0.506474,0.516847,0.526972,0.528223,0.537896,0.547339,0.556594,0.562418,0.571379,0.580217,0.588951,0.597611,0.606228,0.614793,0.62334,-1.22269,-1.96416,-0.98319,-0.850296,-0.748762,-0.656018,-0.576119,-0.508445,-0.435683,-0.381723,-0.338928,-0.304501,-0.260182,-0.236674,-0.215382,-0.19713,-0.176544,-0.161898,-0.148448,-0.136045,-0.132587,-0.121596,-0.110992,-0.100675,-0.18401,-0.173213,-0.162951,-0.153448,-0.208136,-0.196819,0.142826,0.111464,0.0794645
J-141,0.346099,0.346933,0.347971,0.349208,0.351085,0.352708,0.354516,0.322125,0.331115,0.339301,0.346793,0.353678,0.359991,0.365804,0.371141,0.376054,0.380345,0.384775,0.388908,0.416065,0.416968,0.416761,0.288301,0.288921,0.323226,0.32418,0.325465,0.327499,0.117221,0.116241,0.13856,0.163347,0.242027,0.260793,0.279127,0.296759,0.331133,0.346539,0.361385,0.375683,0.396629,0.40975,0.422479,0.434823,0.44681,0.458467,0.46981,0.480866,0.488268,0.498958,0.509368,0.519531,0.521044,0.530751,0.540225,0.549522,0.555468,0.564478,0.573353,0.582142,0.590857,0.599516,0.608141,0.616738,-1.37089,-2.04357,-0.996731,-0.860475,-0.758518,-0.665054,-0.584234,-0.51647,-0.444527,-0.389817,-0.346423,-0.31152,-0.26838,-0.244549,-0.222991,-0.204584,-0.184281,-0.169496,-0.155961,-0.143478,-0.139357,-0.128275,-0.117591,-0.107216,-0.184938,-0.173956,-0.163523,-0.153928,-0.204849,-0.193372,0.141239,0.108855,0.0783756
J-142,0.401696,0.401822,0.402147,0.402672,0.403038,0.403986,0.405138,0.37715,0.385484,0.393472,0.400781,0.407487,0.413647,0.419292,0.424485,0.429253,0.433982,0.438253,0.442223,0.469382,0.471328,0.470683,0.319853,0.320624,0.358512,0.359522,0.360843,0.3629,0.160212,0.15896,0.181238,0.206051,0.291646,0.310383,0.328689,0.346299,0.382899,0.398255,0.413065,0.427325,0.449156,0.462224,0.474906,0.487203,0.499143,0.510756,0.522048,0.533055,0.539958,0.550603,0.560964,0.571076,0.571368,0.581031,0.590475,0.599731,0.605193,0.61416,0.623004,0.631749,0.640423,0.649036,0.657624,0.666177,-1.31444,-1.99397,-0.941316,-0.806177,-0.70282,-0.609629,-0.529049,-0.461353,-0.386356,-0.331836,-0.288586,-0.253791,-0.20686,-0.183091,-0.161592,-0.143215,-0.121883,-0.107116,-0.0936048,-0.0811312,-0.0787308,-0.0676604,-0.0569767,-0.0465867,-0.141416,-0.130388,-0.119914,-0.110255,-0.171879,-0.160327,0.174275,0.142157,0.108153
J-143,0.346694,0.347522,0.348555,0.34978,0.351628,0.353236,0.35503,0.322658,0.331621,0.339795,0.347276,0.354143,0.360455,0.366239,0.371564,0.376454,0.380753,0.385179,0.389288,0.415618,0.416511,0.416288,0.28778,0.288411,0.322332,0.323316,0.324619,0.326678,0.116603,0.115651,0.137983,0.162789,0.241613,0.260385,0.278726,0.296366,0.33079,0.346187,0.36104,0.375352,0.396317,0.409441,0.422176,0.434529,0.446521,0.45818,0.469528,0.480594,0.487997,0.498692,0.509112,0.519276,0.520779,0.530481,0.539971,0.549266,0.555212,0.564224,0.573108,0.581905,0.590626,0.599292,0.607923,0.616532,-1.38651,-2.04983,-0.99644,-0.859823,-0.757787,-0.66431,-0.583447,-0.515715,-0.44376,-0.389,-0.345575,-0.310633,-0.267478,-0.243624,-0.222038,-0.203623,-0.183317,-0.168512,-0.154978,-0.142485,-0.138371,-0.127296,-0.116607,-0.106217,-0.184163,-0.173163,-0.162731,-0.153124,-0.203923,-0.192426,0.141023,0.108524,0.0781188
J-144,0.402495,0.402631,0.402953,0.403494,0.403867,0.404826,0.405983,0.377965,0.386336,0.394346,0.401697,0.408437,0.414632,0.420319,0.425545,0.430358,0.435108,0.439421,0.443418,0.471191,0.473188,0.472632,0.324025,0.32485,0.362314,0.36318,0.364441,0.366447,0.161197,0.159513,0.181737,0.206605,0.292262,0.311027,0.329373,0.347011,0.383637,0.398996,0.41381,0.428076,0.449882,0.462935,0.475591,0.487874,0.499798,0.511378,0.522651,0.533637,0.540515,0.551138,0.561469,0.571545,0.571851,0.581491,0.590905,0.600128,0.605576,0.614508,0.623314,0.632018,0.640648,0.649224,0.657757,0.666264,-1.17784,-1.92396,-0.937697,-0.80523,-0.702463,-0.609753,-0.529889,-0.462143,-0.387035,-0.333136,-0.290385,-0.255975,-0.208808,-0.18531,-0.164043,-0.145801,-0.124422,-0.109786,-0.0963381,-0.0839359,-0.0817502,-0.0707451,-0.060126,-0.0498013,-0.14576,-0.134911,-0.124571,-0.115012,-0.176699,-0.165284,0.174595,0.143205,0.108537
